Indicador,CodDepto,Departamento,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox6
Tasa de caída de pacientes en el servicio de urgencias,91,Amazonas,1000,Tasa,2021-09,1.00,1169.00,0.86
Tasa de caída de pacientes en el servicio de urgencias,91,Amazonas,1000,Tasa,2021-12,0.00,1401.00,0.00
Tasa de caída de pacientes en el servicio de urgencias,91,Amazonas,1000,Tasa,2022-03,1.00,891.00,1.12
Tasa de caída de pacientes en el servicio de urgencias,91,Amazonas,1000,Tasa,2022-06,0.00,997.00,0.00
Tasa de caída de pacientes en el servicio de urgencias,91,Amazonas,1000,Tasa,2022-09,0.00,962.00,0.00
Tasa de caída de pacientes en el servicio de urgencias,91,Amazonas,1000,Tasa,2022-12,0.00,1458.00,0.00
Tasa de caída de pacientes en el servicio de consulta externa,91,Amazonas,1000,Tasa,2017-06,0.00,15119.00,0.00
Tasa de caída de pacientes en el servicio de consulta externa,91,Amazonas,1000,Tasa,2017-12,0.00,10583.00,0.00
Tasa de caída de pacientes en el servicio de consulta externa,91,Amazonas,1000,Tasa,2018-06,0.00,8626.00,0.00
Tasa de caída de pacientes en el servicio de consulta externa,91,Amazonas,1000,Tasa,2018-12,0.00,11293.00,0.00
Tasa de caída de pacientes en el servicio de consulta externa,91,Amazonas,1000,Tasa,2019-06,0.00,23842.00,0.00
Tasa de caída de pacientes en el servicio de consulta externa,91,Amazonas,1000,Tasa,2019-12,3.00,22787.00,0.13
Tasa de caída de pacientes en el servicio de consulta externa,91,Amazonas,1000,Tasa,2020-03,0.00,12072.00,0.00
Tasa de caída de pacientes en el servicio de consulta externa,91,Amazonas,1000,Tasa,2020-06,0.00,7179.00,0.00
Tasa de caída de pacientes en el servicio de consulta externa,91,Amazonas,1000,Tasa,2020-09,0.00,6873.00,0.00
Tasa de caída de pacientes en el servicio de consulta externa,91,Amazonas,1000,Tasa,2020-12,0.00,7098.00,0.00
Tasa de caída de pacientes en el servicio de consulta externa,91,Amazonas,1000,Tasa,2021-03,0.00,2491.00,0.00
Tasa de caída de pacientes en el servicio de consulta externa,91,Amazonas,1000,Tasa,2021-06,1.00,7025.00,0.14
Tasa de caída de pacientes en el servicio de consulta externa,91,Amazonas,1000,Tasa,2021-09,0.00,12078.00,0.00
Tasa de caída de pacientes en el servicio de consulta externa,91,Amazonas,1000,Tasa,2021-12,0.00,7847.00,0.00
Tasa de caída de pacientes en el servicio de consulta externa,91,Amazonas,1000,Tasa,2022-03,0.00,3118.00,0.00
Tasa de caída de pacientes en el servicio de consulta externa,91,Amazonas,1000,Tasa,2022-06,0.00,11355.00,0.00
Tasa de caída de pacientes en el servicio de consulta externa,91,Amazonas,1000,Tasa,2022-09,0.00,10026.00,0.00
Tasa de caída de pacientes en el servicio de consulta externa,91,Amazonas,1000,Tasa,2022-12,0.00,14533.00,0.00
Tasa de caída de pacientes en el servicio de Apoyo Diagnóstico y Complementación Terapéutica.,91,Amazonas,1000,Tasa,2017-06,0.00,10708.00,0.00
Tasa de caída de pacientes en el servicio de Apoyo Diagnóstico y Complementación Terapéutica.,91,Amazonas,1000,Tasa,2017-12,0.00,9314.00,0.00
Tasa de caída de pacientes en el servicio de Apoyo Diagnóstico y Complementación Terapéutica.,91,Amazonas,1000,Tasa,2018-06,0.00,8795.00,0.00
Tasa de caída de pacientes en el servicio de Apoyo Diagnóstico y Complementación Terapéutica.,91,Amazonas,1000,Tasa,2018-12,0.00,9281.00,0.00
Tasa de caída de pacientes en el servicio de Apoyo Diagnóstico y Complementación Terapéutica.,91,Amazonas,1000,Tasa,2019-06,0.00,13079.00,0.00
Tasa de caída de pacientes en el servicio de Apoyo Diagnóstico y Complementación Terapéutica.,91,Amazonas,1000,Tasa,2019-12,3.00,20960.00,0.14
Tasa de caída de pacientes en el servicio de Apoyo Diagnóstico y Complementación Terapéutica.,91,Amazonas,1000,Tasa,2020-03,0.00,10341.00,0.00
Tasa de caída de pacientes en el servicio de Apoyo Diagnóstico y Complementación Terapéutica.,91,Amazonas,1000,Tasa,2020-06,0.00,6266.00,0.00
Tasa de caída de pacientes en el servicio de Apoyo Diagnóstico y Complementación Terapéutica.,91,Amazonas,1000,Tasa,2020-09,0.00,6004.00,0.00
Tasa de caída de pacientes en el servicio de Apoyo Diagnóstico y Complementación Terapéutica.,91,Amazonas,1000,Tasa,2020-12,0.00,6949.00,0.00
Tasa de caída de pacientes en el servicio de Apoyo Diagnóstico y Complementación Terapéutica.,91,Amazonas,1000,Tasa,2021-03,0.00,2234.00,0.00
Tasa de caída de pacientes en el servicio de Apoyo Diagnóstico y Complementación Terapéutica.,91,Amazonas,1000,Tasa,2021-06,0.00,6011.00,0.00
Tasa de caída de pacientes en el servicio de Apoyo Diagnóstico y Complementación Terapéutica.,91,Amazonas,1000,Tasa,2021-09,0.00,8903.00,0.00
Tasa de caída de pacientes en el servicio de Apoyo Diagnóstico y Complementación Terapéutica.,91,Amazonas,1000,Tasa,2021-12,0.00,7177.00,0.00
Tasa de caída de pacientes en el servicio de Apoyo Diagnóstico y Complementación Terapéutica.,91,Amazonas,1000,Tasa,2022-03,0.00,2463.00,0.00
Tasa de caída de pacientes en el servicio de Apoyo Diagnóstico y Complementación Terapéutica.,91,Amazonas,1000,Tasa,2022-06,0.00,9809.00,0.00
Tasa de caída de pacientes en el servicio de Apoyo Diagnóstico y Complementación Terapéutica.,91,Amazonas,1000,Tasa,2022-09,0.00,7104.00,0.00
Tasa de caída de pacientes en el servicio de Apoyo Diagnóstico y Complementación Terapéutica.,91,Amazonas,1000,Tasa,2022-12,0.00,12514.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en hospitalización,91,Amazonas,100,Por 100 (%),2017-06,0.00,142.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en hospitalización,91,Amazonas,100,Por 100 (%),2017-12,0.00,258.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en hospitalización,91,Amazonas,100,Por 100 (%),2018-06,0.00,556.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en hospitalización,91,Amazonas,100,Por 100 (%),2018-12,0.00,786.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en hospitalización,91,Amazonas,100,Por 100 (%),2019-06,3.00,1046.00,0.29
Proporción de eventos adversos relacionados con la administración de medicamentos en hospitalización,91,Amazonas,100,Por 100 (%),2019-12,7.00,1792.00,0.39
Proporción de eventos adversos relacionados con la administración de medicamentos en hospitalización,91,Amazonas,100,Por 100 (%),2020-03,0.00,753.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en hospitalización,91,Amazonas,100,Por 100 (%),2020-06,2.00,2105.00,0.10
Proporción de eventos adversos relacionados con la administración de medicamentos en hospitalización,91,Amazonas,100,Por 100 (%),2020-09,1.00,565.00,0.18
Proporción de eventos adversos relacionados con la administración de medicamentos en hospitalización,91,Amazonas,100,Por 100 (%),2020-12,1.00,787.00,0.13
Proporción de eventos adversos relacionados con la administración de medicamentos en hospitalización,91,Amazonas,100,Por 100 (%),2021-03,5.00,47.00,10.64
Proporción de eventos adversos relacionados con la administración de medicamentos en hospitalización,91,Amazonas,100,Por 100 (%),2021-06,0.00,427.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en hospitalización,91,Amazonas,100,Por 100 (%),2021-09,5.00,646.00,0.77
Proporción de eventos adversos relacionados con la administración de medicamentos en hospitalización,91,Amazonas,100,Por 100 (%),2021-12,3.00,525.00,0.57
Proporción de eventos adversos relacionados con la administración de medicamentos en hospitalización,91,Amazonas,100,Por 100 (%),2022-03,1.00,295.00,0.34
Proporción de eventos adversos relacionados con la administración de medicamentos en hospitalización,91,Amazonas,100,Por 100 (%),2022-06,0.00,737.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en hospitalización,91,Amazonas,100,Por 100 (%),2022-09,0.00,797.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en hospitalización,91,Amazonas,100,Por 100 (%),2022-12,2.00,514.00,0.39
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,91,Amazonas,100,Por 100 (%),2017-06,0.00,507.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,91,Amazonas,100,Por 100 (%),2017-12,0.00,2254.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,91,Amazonas,100,Por 100 (%),2018-06,0.00,3423.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,91,Amazonas,100,Por 100 (%),2018-12,0.00,3448.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,91,Amazonas,100,Por 100 (%),2019-06,2.00,2856.00,0.07
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,91,Amazonas,100,Por 100 (%),2019-12,2.00,3307.00,0.06
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,91,Amazonas,100,Por 100 (%),2020-03,0.00,3086.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,91,Amazonas,100,Por 100 (%),2020-06,0.00,1717.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,91,Amazonas,100,Por 100 (%),2020-09,1.00,1533.00,0.07
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,91,Amazonas,100,Por 100 (%),2020-12,0.00,1456.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,91,Amazonas,100,Por 100 (%),2021-03,0.00,476.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,91,Amazonas,100,Por 100 (%),2021-06,0.00,372.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,91,Amazonas,100,Por 100 (%),2021-09,1.00,1169.00,0.09
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,91,Amazonas,100,Por 100 (%),2021-12,0.00,1401.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,91,Amazonas,100,Por 100 (%),2022-03,1.00,891.00,0.11
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,91,Amazonas,100,Por 100 (%),2022-06,0.00,997.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,91,Amazonas,100,Por 100 (%),2022-09,0.00,794.00,0.00
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,91,Amazonas,100,Por 100 (%),2022-12,1.00,1458.00,0.07
Tasa de úlceras por presión.,91,Amazonas,1000,Por 1000 días paciente,2017-06,0.00,298.00,0.00
Tasa de úlceras por presión.,91,Amazonas,1000,Por 1000 días paciente,2017-12,0.00,1051.00,0.00
Tasa de úlceras por presión.,91,Amazonas,1000,Por 1000 días paciente,2018-06,0.00,2063.00,0.00
Tasa de úlceras por presión.,91,Amazonas,1000,Por 1000 días paciente,2018-12,0.00,3545.00,0.00
Tasa de úlceras por presión.,91,Amazonas,1000,Por 1000 días paciente,2019-06,0.00,4303.00,0.00
Tasa de úlceras por presión.,91,Amazonas,1000,Por 1000 días paciente,2019-12,0.00,6208.00,0.00
Tasa de úlceras por presión.,91,Amazonas,1000,Por 1000 días paciente,2020-03,0.00,3185.00,0.00
Tasa de úlceras por presión.,91,Amazonas,1000,Por 1000 días paciente,2020-06,0.00,9842.00,0.00
Tasa de úlceras por presión.,91,Amazonas,1000,Por 1000 días paciente,2020-09,0.00,1985.00,0.00
Tasa de úlceras por presión.,91,Amazonas,1000,Por 1000 días paciente,2020-12,1.00,3115.00,0.32
Tasa de úlceras por presión.,91,Amazonas,1000,Por 1000 días paciente,2021-03,0.00,265.00,0.00
Tasa de úlceras por presión.,91,Amazonas,1000,Por 1000 días paciente,2021-06,0.00,2002.00,0.00
Tasa de úlceras por presión.,91,Amazonas,1000,Por 1000 días paciente,2021-09,9.00,2526.00,3.56
Tasa de úlceras por presión.,91,Amazonas,1000,Por 1000 días paciente,2021-12,1.00,2544.00,0.39
Tasa de úlceras por presión.,91,Amazonas,1000,Por 1000 días paciente,2022-03,2.00,686.00,2.92
Tasa de úlceras por presión.,91,Amazonas,1000,Por 1000 días paciente,2022-06,0.00,3984.00,0.00
Tasa de úlceras por presión.,91,Amazonas,1000,Por 1000 días paciente,2022-09,0.00,3365.00,0.00
Tasa de úlceras por presión.,91,Amazonas,1000,Por 1000 días paciente,2022-12,0.00,2056.00,0.00
Proporción de cancelación de cirugía,91,Amazonas,100,Porcentaje,2017-06,0.00,883.00,0.00
Proporción de cancelación de cirugía,91,Amazonas,100,Porcentaje,2017-12,0.00,191.00,0.00
Proporción de cancelación de cirugía,91,Amazonas,100,Porcentaje,2018-06,0.00,206.00,0.00
Proporción de cancelación de cirugía,91,Amazonas,100,Porcentaje,2018-12,2.00,293.00,0.68
Proporción de cancelación de cirugía,91,Amazonas,100,Porcentaje,2019-06,11.00,352.00,3.13
Proporción de cancelación de cirugía,91,Amazonas,100,Porcentaje,2019-12,1.00,744.00,0.13
Proporción de cancelación de cirugía,91,Amazonas,100,Porcentaje,2020-06,0.00,141.00,0.00
Proporción de cancelación de cirugía,91,Amazonas,100,Porcentaje,2020-09,0.00,31.00,0.00
Proporción de cancelación de cirugía,91,Amazonas,100,Porcentaje,2020-12,1.00,78.00,1.28
Proporción de cancelación de cirugía,91,Amazonas,100,Porcentaje,2021-03,3.00,63.00,4.76
Proporción de cancelación de cirugía,91,Amazonas,100,Porcentaje,2021-09,0.00,67.00,0.00
Proporción de cancelación de cirugía,91,Amazonas,100,Porcentaje,2021-12,9.00,188.00,4.79
Proporción de cancelación de cirugía,91,Amazonas,100,Porcentaje,2022-03,0.00,99.00,0.00
Proporción de cancelación de cirugía,91,Amazonas,100,Porcentaje,2022-06,0.00,285.00,0.00
Proporción de cancelación de cirugía,91,Amazonas,100,Porcentaje,2022-09,2.00,238.00,0.84
Proporción de cancelación de cirugía,91,Amazonas,100,Porcentaje,2022-12,0.00,174.00,0.00
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,91,Amazonas,100,Porcentaje,2017-06,3.00,774.00,0.39
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,91,Amazonas,100,Porcentaje,2017-12,39.00,3894.00,1.00
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,91,Amazonas,100,Porcentaje,2018-06,68.00,3709.00,1.83
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,91,Amazonas,100,Porcentaje,2018-12,62.00,3459.00,1.79
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,91,Amazonas,100,Porcentaje,2019-06,67.00,2855.00,2.35
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,91,Amazonas,100,Porcentaje,2019-12,52.00,3331.00,1.56
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,91,Amazonas,100,Porcentaje,2020-06,84.00,4429.00,1.90
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,91,Amazonas,100,Porcentaje,2020-12,55.00,3564.00,1.54
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,91,Amazonas,100,Porcentaje,2021-06,25.00,1580.00,1.58
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,91,Amazonas,100,Porcentaje,2021-12,49.00,2716.00,1.80
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,91,Amazonas,100,Porcentaje,2022-06,26.00,1877.00,1.39
Tasa de Incidencia de Infección del Torrente Sanguíneo Asociada a Catéter (ITS- AC),5,Antioquia,1000,Tasa,2016-12,98.00,37550.00,2.61
Tasa de Incidencia de Infección del Torrente Sanguíneo Asociada a Catéter (ITS- AC),5,Antioquia,1000,Tasa,2017-12,256.00,67727.00,3.78
Tasa de Incidencia de Infección del Torrente Sanguíneo Asociada a Catéter (ITS- AC),5,Antioquia,1000,Tasa,2018-12,112.00,71506.00,1.57
Tasa de Incidencia de Infección del Torrente Sanguíneo Asociada a Catéter (ITS- AC),5,Antioquia,1000,Tasa,2019-12,100.00,77088.00,1.30
Tasa de Incidencia de Infección del Torrente Sanguíneo Asociada a Catéter (ITS- AC),5,Antioquia,1000,Tasa,2020-12,340.00,109050.00,3.12
Tasa de Incidencia de Infección del Torrente Sanguíneo Asociada a Catéter (ITS- AC),5,Antioquia,1000,Tasa,2021-12,1070.00,200244.00,5.34
Tasa de Incidencia de Infección del Torrente Sanguíneo Asociada a Catéter (ITS- AC),5,Antioquia,1000,Tasa,2016-12,58.00,11211.00,5.17
Tasa de Incidencia de Infección del Torrente Sanguíneo Asociada a Catéter (ITS- AC),5,Antioquia,1000,Tasa,2017-12,89.00,27417.00,3.25
Tasa de Incidencia de Infección del Torrente Sanguíneo Asociada a Catéter (ITS- AC),5,Antioquia,1000,Tasa,2018-12,33.00,27790.00,1.19
Tasa de Incidencia de Infección del Torrente Sanguíneo Asociada a Catéter (ITS- AC),5,Antioquia,1000,Tasa,2019-12,128.00,26285.00,4.87
Tasa de Incidencia de Infección del Torrente Sanguíneo Asociada a Catéter (ITS- AC),5,Antioquia,1000,Tasa,2020-12,89.00,21942.00,4.06
Tasa de Incidencia de Infección del Torrente Sanguíneo Asociada a Catéter (ITS- AC),5,Antioquia,1000,Tasa,2021-12,104.00,26534.00,3.92
Tasa de Incidencia de Infección del Torrente Sanguíneo Asociada a Catéter (ITS- AC),5,Antioquia,1000,Tasa,2016-12,25.00,5373.00,4.65
Tasa de Incidencia de Infección del Torrente Sanguíneo Asociada a Catéter (ITS- AC),5,Antioquia,1000,Tasa,2017-12,37.00,10413.00,3.55
Tasa de Incidencia de Infección del Torrente Sanguíneo Asociada a Catéter (ITS- AC),5,Antioquia,1000,Tasa,2018-12,67.00,11202.00,5.98
Tasa de Incidencia de Infección del Torrente Sanguíneo Asociada a Catéter (ITS- AC),5,Antioquia,1000,Tasa,2019-12,44.00,11878.00,3.70
Tasa de Incidencia de Infección del Torrente Sanguíneo Asociada a Catéter (ITS- AC),5,Antioquia,1000,Tasa,2020-12,45.00,9015.00,4.99
Tasa de Incidencia de Infección del Torrente Sanguíneo Asociada a Catéter (ITS- AC),5,Antioquia,1000,Tasa,2021-12,33.00,10305.00,3.20
Tasa de Incidencia de Infección del Tracto Urinario Asociada a Catéter (ISTU-AC),5,Antioquia,1000,Tasa,2016-12,118.00,42911.00,2.75
Tasa de Incidencia de Infección del Tracto Urinario Asociada a Catéter (ISTU-AC),5,Antioquia,1000,Tasa,2017-12,152.00,76614.00,1.98
Tasa de Incidencia de Infección del Tracto Urinario Asociada a Catéter (ISTU-AC),5,Antioquia,1000,Tasa,2018-12,138.00,82382.00,1.68
Tasa de Incidencia de Infección del Tracto Urinario Asociada a Catéter (ISTU-AC),5,Antioquia,1000,Tasa,2019-12,125.00,87387.00,1.43
Tasa de Incidencia de Infección del Tracto Urinario Asociada a Catéter (ISTU-AC),5,Antioquia,1000,Tasa,2020-12,243.00,116363.00,2.09
Tasa de Incidencia de Infección del Tracto Urinario Asociada a Catéter (ISTU-AC),5,Antioquia,1000,Tasa,2021-12,555.00,210774.00,2.63
Tasa de Incidencia de Infección del Tracto Urinario Asociada a Catéter (ISTU-AC),5,Antioquia,1000,Tasa,2016-12,9.00,3471.00,2.59
Tasa de Incidencia de Infección del Tracto Urinario Asociada a Catéter (ISTU-AC),5,Antioquia,1000,Tasa,2017-12,11.00,7144.00,1.54
Tasa de Incidencia de Infección del Tracto Urinario Asociada a Catéter (ISTU-AC),5,Antioquia,1000,Tasa,2018-12,19.00,7425.00,2.56
Tasa de Incidencia de Infección del Tracto Urinario Asociada a Catéter (ISTU-AC),5,Antioquia,1000,Tasa,2019-12,23.00,8292.00,2.77
Tasa de Incidencia de Infección del Tracto Urinario Asociada a Catéter (ISTU-AC),5,Antioquia,1000,Tasa,2020-12,8.00,5692.00,1.41
Tasa de Incidencia de Infección del Tracto Urinario Asociada a Catéter (ISTU-AC),5,Antioquia,1000,Tasa,2021-12,12.00,6115.00,1.96
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),5,Antioquia,1000,Tasa,2016-12,108.00,33915.00,3.18
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),5,Antioquia,1000,Tasa,2017-12,139.00,63824.00,2.18
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),5,Antioquia,1000,Tasa,2018-12,146.00,67553.00,2.16
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),5,Antioquia,1000,Tasa,2019-12,131.00,70336.00,1.86
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),5,Antioquia,1000,Tasa,2020-12,424.00,100715.00,4.21
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),5,Antioquia,1000,Tasa,2021-12,743.00,187868.00,3.95
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),5,Antioquia,1000,Tasa,2016-12,19.00,4939.00,3.85
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),5,Antioquia,1000,Tasa,2017-12,20.00,11297.00,1.77
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),5,Antioquia,1000,Tasa,2018-12,1.00,12434.00,0.08
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),5,Antioquia,1000,Tasa,2019-12,32.00,11544.00,2.77
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),5,Antioquia,1000,Tasa,2020-12,17.00,8056.00,2.11
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),5,Antioquia,1000,Tasa,2021-12,35.00,10614.00,3.30
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),5,Antioquia,1000,Tasa,2016-12,16.00,4160.00,3.85
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),5,Antioquia,1000,Tasa,2017-12,22.00,8566.00,2.57
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),5,Antioquia,1000,Tasa,2018-12,33.00,8312.00,3.97
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),5,Antioquia,1000,Tasa,2019-12,18.00,8612.00,2.09
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),5,Antioquia,1000,Tasa,2020-12,28.00,6161.00,4.54
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),5,Antioquia,1000,Tasa,2021-12,14.00,6419.00,2.18
Tasa de caída de pacientes en el servicio de hospitalización,5,Antioquia,1000,Tasa,2017-06,1025.00,349074.00,2.94
Tasa de caída de pacientes en el servicio de hospitalización,5,Antioquia,1000,Tasa,2017-12,905.00,357532.00,2.53
Tasa de caída de pacientes en el servicio de hospitalización,5,Antioquia,1000,Tasa,2018-06,1201.00,437997.00,2.74
Tasa de caída de pacientes en el servicio de hospitalización,5,Antioquia,1000,Tasa,2018-12,1110.00,682514.00,1.63
Tasa de caída de pacientes en el servicio de hospitalización,5,Antioquia,1000,Tasa,2019-06,1183.00,688779.00,1.72
Tasa de caída de pacientes en el servicio de hospitalización,5,Antioquia,1000,Tasa,2019-12,1083.00,644592.00,1.68
Tasa de caída de pacientes en el servicio de hospitalización,5,Antioquia,1000,Tasa,2020-03,424.00,223888.00,1.89
Tasa de caída de pacientes en el servicio de hospitalización,5,Antioquia,1000,Tasa,2020-06,405.00,540458.00,0.75
Tasa de caída de pacientes en el servicio de hospitalización,5,Antioquia,1000,Tasa,2020-09,520.00,337254.00,1.54
Tasa de caída de pacientes en el servicio de hospitalización,5,Antioquia,1000,Tasa,2020-12,528.00,5570463.00,0.09
Tasa de caída de pacientes en el servicio de hospitalización,5,Antioquia,1000,Tasa,2021-03,486.00,112231.00,4.33
Tasa de caída de pacientes en el servicio de hospitalización,5,Antioquia,1000,Tasa,2021-06,621.00,190169.00,3.27
Tasa de caída de pacientes en el servicio de hospitalización,5,Antioquia,1000,Tasa,2021-09,561.00,351688.00,1.60
Tasa de caída de pacientes en el servicio de hospitalización,5,Antioquia,1000,Tasa,2021-12,635.00,227183.00,2.80
Tasa de caída de pacientes en el servicio de hospitalización,5,Antioquia,1000,Tasa,2022-03,634.00,124831.00,5.08
