Indicador,CodDepto,Departamento,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox2
"Proporción de personas con Hipertensión Arterial (HTA), estudiadas para Enfermedad Renal Crónica(ERC)",91,Amazonas,100,Porcentaje,2015-12,364.00,1100.00,33.09
"Proporción de personas con Hipertensión Arterial (HTA), estudiadas para Enfermedad Renal Crónica(ERC)",91,Amazonas,100,Porcentaje,2016-12,10.00,591.00,1.69
"Proporción de personas con Hipertensión Arterial (HTA), estudiadas para Enfermedad Renal Crónica(ERC)",91,Amazonas,100,Porcentaje,2017-12,65.00,633.00,10.27
"Proporción de personas con Hipertensión Arterial (HTA), estudiadas para Enfermedad Renal Crónica(ERC)",91,Amazonas,100,Porcentaje,2018-12,108.00,312.00,34.62
"Proporción de personas con Hipertensión Arterial (HTA), estudiadas para Enfermedad Renal Crónica(ERC)",91,Amazonas,100,Porcentaje,2019-12,266.00,472.00,56.36
"Proporción de personas con Hipertensión Arterial (HTA), estudiadas para Enfermedad Renal Crónica(ERC)",91,Amazonas,100,Porcentaje,2020-12,146.00,895.00,16.31
"Proporción de personas con Hipertensión Arterial (HTA), estudiadas para Enfermedad Renal Crónica(ERC)",91,Amazonas,100,Porcentaje,2021-12,141.00,1119.00,12.60
"Proporción de personas con Diabetes Mellitus, estudiadas para Enfermedad Renal Crónica(ERC)",91,Amazonas,100,Porcentaje,2015-12,103.00,291.00,35.40
"Proporción de personas con Diabetes Mellitus, estudiadas para Enfermedad Renal Crónica(ERC)",91,Amazonas,100,Porcentaje,2016-12,5.00,209.00,2.39
"Proporción de personas con Diabetes Mellitus, estudiadas para Enfermedad Renal Crónica(ERC)",91,Amazonas,100,Porcentaje,2017-12,28.00,224.00,12.50
"Proporción de personas con Diabetes Mellitus, estudiadas para Enfermedad Renal Crónica(ERC)",91,Amazonas,100,Porcentaje,2018-12,56.00,121.00,46.28
"Proporción de personas con Diabetes Mellitus, estudiadas para Enfermedad Renal Crónica(ERC)",91,Amazonas,100,Porcentaje,2019-12,101.00,152.00,66.45
"Proporción de personas con Diabetes Mellitus, estudiadas para Enfermedad Renal Crónica(ERC)",91,Amazonas,100,Porcentaje,2020-12,69.00,316.00,21.84
"Proporción de personas con Diabetes Mellitus, estudiadas para Enfermedad Renal Crónica(ERC)",91,Amazonas,100,Porcentaje,2021-12,49.00,161.00,30.43
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2016-06,0.00,18.00,0.00
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2016-12,0.00,13.00,0.00
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2017-06,1.00,22.00,4.55
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2017-12,2.00,25.00,8.00
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2018-06,4.00,100.00,4.00
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2018-12,1.00,55.00,1.82
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2019-06,4.00,139.00,2.88
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2019-12,2.00,135.00,1.48
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2020-06,0.00,77.00,0.00
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2020-12,1.00,67.00,1.49
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2021-06,2.00,68.00,2.94
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2021-12,3.00,157.00,1.91
Proporción  de reingreso hospitalario por  Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2022-06,2.00,84.00,2.38
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,91,Amazonas,100,Porcentaje,2016-06,41.00,374.00,10.96
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,91,Amazonas,100,Porcentaje,2016-12,99.00,363.00,27.27
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,91,Amazonas,100,Porcentaje,2017-06,135.00,531.00,25.42
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,91,Amazonas,100,Porcentaje,2017-12,108.00,472.00,22.88
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,91,Amazonas,100,Porcentaje,2018-06,94.00,477.00,19.71
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,91,Amazonas,100,Porcentaje,2018-12,100.00,479.00,20.88
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,91,Amazonas,100,Porcentaje,2019-06,125.00,475.00,26.32
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,91,Amazonas,100,Porcentaje,2019-12,118.00,475.00,24.84
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,91,Amazonas,100,Porcentaje,2020-06,167.00,411.00,40.63
Proporción de gestantes con consulta de control prenatal de primera vez antes de las 12 semanas de gestación,91,Amazonas,100,Porcentaje,2020-12,134.00,428.00,31.31
Proporción de gestantes con valoración por odontología,91,Amazonas,100,Porcentaje,2016-06,22.00,374.00,5.88
Proporción de gestantes con valoración por odontología,91,Amazonas,100,Porcentaje,2016-12,28.00,363.00,7.71
Proporción de gestantes con valoración por odontología,91,Amazonas,100,Porcentaje,2017-06,33.00,531.00,6.21
Proporción de gestantes con valoración por odontología,91,Amazonas,100,Porcentaje,2017-12,3.00,472.00,0.64
Proporción de gestantes con valoración por odontología,91,Amazonas,100,Porcentaje,2018-06,36.00,516.00,6.98
Proporción de gestantes con valoración por odontología,91,Amazonas,100,Porcentaje,2018-12,0.00,479.00,0.00
Proporción de gestantes con valoración por odontología,91,Amazonas,100,Porcentaje,2019-06,0.00,475.00,0.00
Proporción de gestantes con valoración por odontología,91,Amazonas,100,Porcentaje,2019-12,0.00,475.00,0.00
Proporción de gestantes con valoración por odontología,91,Amazonas,100,Porcentaje,2020-06,0.00,411.00,0.00
Proporción de gestantes con valoración por odontología,91,Amazonas,100,Porcentaje,2020-12,76.00,428.00,17.76
Proporción de partos por cesárea,91,Amazonas,100,Porcentaje,2016-06,131.00,526.00,24.90
Proporción de partos por cesárea,91,Amazonas,100,Porcentaje,2016-12,112.00,543.00,20.63
Proporción de partos por cesárea,91,Amazonas,100,Porcentaje,2017-06,152.00,564.00,26.95
Proporción de partos por cesárea,91,Amazonas,100,Porcentaje,2017-12,162.00,551.00,29.40
Proporción de partos por cesárea,91,Amazonas,100,Porcentaje,2018-06,114.00,504.00,22.62
Proporción de partos por cesárea,91,Amazonas,100,Porcentaje,2018-12,137.00,547.00,25.05
Proporción de partos por cesárea,91,Amazonas,100,Porcentaje,2019-06,103.00,494.00,20.85
Proporción de partos por cesárea,91,Amazonas,100,Porcentaje,2019-12,146.00,480.00,30.42
Proporción de partos por cesárea,91,Amazonas,100,Porcentaje,2020-06,137.00,414.00,33.09
Proporción de partos por cesárea,91,Amazonas,100,Porcentaje,2020-12,134.00,430.00,31.16
Proporción de partos por cesárea,91,Amazonas,100,Porcentaje,2021-06,125.00,409.00,30.56
Proporción de partos por cesárea,91,Amazonas,100,Porcentaje,2021-12,107.00,509.00,21.02
Proporción de partos por cesárea,91,Amazonas,100,Porcentaje,2022-06,126.00,469.00,26.87
Proporción de partos por cesárea,91,Amazonas,100,Porcentaje,2022-12,143.00,384.00,37.24
Tasa de mortalidad perinatal,91,Amazonas,1000,Por 1.000 nacimientos,2016-06,4.00,538.00,7.43
Tasa de mortalidad perinatal,91,Amazonas,1000,Por 1.000 nacimientos,2016-12,8.00,561.00,14.26
Tasa de mortalidad perinatal,91,Amazonas,1000,Por 1.000 nacimientos,2017-06,5.00,577.00,8.67
Tasa de mortalidad perinatal,91,Amazonas,1000,Por 1.000 nacimientos,2017-12,5.00,558.00,8.96
Tasa de mortalidad perinatal,91,Amazonas,1000,Por 1.000 nacimientos,2018-06,17.00,532.00,31.95
Tasa de mortalidad perinatal,91,Amazonas,1000,Por 1.000 nacimientos,2018-12,12.00,568.00,21.13
Tasa de mortalidad perinatal,91,Amazonas,1000,Por 1.000 nacimientos,2019-06,9.00,512.00,17.58
Tasa de mortalidad perinatal,91,Amazonas,1000,Por 1.000 nacimientos,2019-12,6.00,504.00,11.90
Tasa de mortalidad perinatal,91,Amazonas,1000,Por 1.000 nacimientos,2020-06,8.00,429.00,18.65
Tasa de mortalidad perinatal,91,Amazonas,1000,Por 1.000 nacimientos,2020-12,9.00,450.00,20.00
Tasa de mortalidad perinatal,91,Amazonas,1000,Por 1.000 nacimientos,2021-06,8.00,418.00,19.14
Tasa de mortalidad perinatal,91,Amazonas,1000,Por 1.000 nacimientos,2021-12,9.00,525.00,17.14
Tasa de mortalidad perinatal,91,Amazonas,1000,Por 1.000 nacimientos,2022-06,6.00,482.00,12.45
Tasa de mortalidad perinatal,91,Amazonas,1000,Por 1.000 nacimientos,2022-12,9.00,408.00,22.06
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,91,Amazonas,100,Porcentaje,2016-06,5.00,374.00,1.34
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,91,Amazonas,100,Porcentaje,2016-12,16.00,363.00,4.41
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,91,Amazonas,100,Porcentaje,2017-06,21.00,531.00,3.95
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,91,Amazonas,100,Porcentaje,2017-12,24.00,472.00,5.08
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,91,Amazonas,100,Porcentaje,2018-06,26.00,477.00,5.45
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,91,Amazonas,100,Porcentaje,2018-12,5.00,479.00,1.04
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,91,Amazonas,100,Porcentaje,2019-06,18.00,475.00,3.79
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,91,Amazonas,100,Porcentaje,2019-12,10.00,475.00,2.11
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,91,Amazonas,100,Porcentaje,2020-06,0.00,411.00,0.00
Proporción  de recién nacidos con tamizaje para Hipotiroidismo,91,Amazonas,100,Porcentaje,2020-12,2.00,428.00,0.47
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2014-06,1.00,532.00,0.19
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2014-12,2.00,513.00,0.39
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2015-06,1.00,647.00,0.15
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2015-12,0.00,339.00,0.00
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2016-06,0.00,395.00,0.00
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2016-12,1.00,232.00,0.43
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2017-06,2.00,844.00,0.24
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2017-12,1.00,522.00,0.19
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2018-06,2.00,876.00,0.23
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2018-12,0.00,702.00,0.00
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2019-06,2.00,1400.00,0.14
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2019-12,1.00,1184.00,0.08
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2020-06,0.00,722.00,0.00
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2020-12,2.00,338.00,0.59
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2021-06,0.00,275.00,0.00
Letalidad por Infección Respiratoria Aguda (IRA) en menores de 5 años,91,Amazonas,100,Porcentaje,2021-12,1.00,569.00,0.18
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),91,Amazonas,100,Porcentaje,2014-06,0.00,282.00,0.00
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),91,Amazonas,100,Porcentaje,2014-12,2.00,212.00,0.94
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),91,Amazonas,100,Porcentaje,2015-06,1.00,196.00,0.51
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),91,Amazonas,100,Porcentaje,2015-12,0.00,113.00,0.00
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),91,Amazonas,100,Porcentaje,2016-06,0.00,161.00,0.00
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),91,Amazonas,100,Porcentaje,2016-12,1.00,88.00,1.14
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),91,Amazonas,100,Porcentaje,2017-06,1.00,373.00,0.27
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),91,Amazonas,100,Porcentaje,2017-12,0.00,255.00,0.00
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),91,Amazonas,100,Porcentaje,2018-06,0.00,373.00,0.00
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),91,Amazonas,100,Porcentaje,2018-12,0.00,233.00,0.00
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),91,Amazonas,100,Porcentaje,2019-06,2.00,398.00,0.50
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),91,Amazonas,100,Porcentaje,2019-12,1.00,424.00,0.24
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),91,Amazonas,100,Porcentaje,2020-06,1.00,201.00,0.50
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),91,Amazonas,100,Porcentaje,2020-12,1.00,148.00,0.68
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),91,Amazonas,100,Porcentaje,2021-06,1.00,45.00,2.22
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),91,Amazonas,100,Porcentaje,2021-12,0.00,43.00,0.00
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),91,Amazonas,100,Porcentaje,2016-06,34.00,374.00,9.09
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),91,Amazonas,100,Porcentaje,2016-12,90.00,363.00,24.79
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),91,Amazonas,100,Porcentaje,2017-06,222.00,531.00,41.81
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),91,Amazonas,100,Porcentaje,2017-12,246.00,472.00,52.12
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),91,Amazonas,100,Porcentaje,2018-06,265.00,477.00,55.56
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),91,Amazonas,100,Porcentaje,2018-12,262.00,479.00,54.70
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),91,Amazonas,100,Porcentaje,2019-06,245.00,475.00,51.58
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),91,Amazonas,100,Porcentaje,2019-12,314.00,475.00,66.11
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),91,Amazonas,100,Porcentaje,2020-06,302.00,411.00,73.48
Proporción de gestantes con asesoría pre-test para prueba de  Virus de la inmunodeficiencia Humana (VIH),91,Amazonas,100,Porcentaje,2020-12,233.00,428.00,54.44
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,91,Amazonas,100,Porcentaje,2016-06,307.00,2439.00,12.59
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,91,Amazonas,100,Porcentaje,2016-12,323.00,2489.00,12.98
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,91,Amazonas,100,Porcentaje,2017-06,650.00,3188.00,20.39
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,91,Amazonas,100,Porcentaje,2017-12,616.00,3315.00,18.58
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,91,Amazonas,100,Porcentaje,2018-06,956.00,4201.00,22.76
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,91,Amazonas,100,Porcentaje,2018-12,948.00,4289.00,22.10
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,91,Amazonas,100,Porcentaje,2019-06,1526.00,4561.00,33.46
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,91,Amazonas,100,Porcentaje,2019-12,1517.00,4612.00,32.89
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,91,Amazonas,100,Porcentaje,2020-06,1388.00,4753.00,29.20
Proporción de mujeres entre los 50 y 69 años con toma de mamografía en los últimos 2 años.,91,Amazonas,100,Porcentaje,2020-12,1458.00,4867.00,29.96
Proporción de mujeres entre 25 y 69 años con toma de citología en el último año. ,91,Amazonas,100,Porcentaje,2016-06,2480.00,10477.00,23.67
Proporción de mujeres entre 25 y 69 años con toma de citología en el último año. ,91,Amazonas,100,Porcentaje,2016-12,2543.00,10509.00,24.20
Proporción de mujeres entre 25 y 69 años con toma de citología en el último año. ,91,Amazonas,100,Porcentaje,2017-06,3275.00,12919.00,25.35
Proporción de mujeres entre 25 y 69 años con toma de citología en el último año. ,91,Amazonas,100,Porcentaje,2017-12,3313.00,13187.00,25.12
Proporción de mujeres entre 25 y 69 años con toma de citología en el último año. ,91,Amazonas,100,Porcentaje,2018-06,4922.00,16268.00,30.26
Proporción de mujeres entre 25 y 69 años con toma de citología en el último año. ,91,Amazonas,100,Porcentaje,2019-06,5924.00,17238.00,34.37
Proporción de mujeres entre 25 y 69 años con toma de citología en el último año. ,91,Amazonas,100,Porcentaje,2019-12,5502.00,17335.00,31.74
Proporción de mujeres entre 25 y 69 años con toma de citología en el último año. ,91,Amazonas,100,Porcentaje,2020-06,5089.00,17880.00,28.46
Proporción de mujeres entre 25 y 69 años con toma de citología en el último año. ,91,Amazonas,100,Porcentaje,2020-12,5027.00,18161.00,27.68
Proporción de pacientes hospitalizados por Dengue Grave,91,Amazonas,100,Porcentaje,2016-12,1.00,1.00,100.00
Proporción de pacientes hospitalizados por Dengue Grave,91,Amazonas,100,Porcentaje,2019-12,2.00,2.00,100.00
Proporción de pacientes hospitalizados por Dengue Grave,91,Amazonas,100,Porcentaje,2021-12,2.00,2.00,100.00
"Proporción de niños y niñas menores de 18 meses, hijos de madre viviendo con Virus de la inmunodeficiencia Humana (VIH), con diagnóstico de Virus de la inmunodeficiencia Humana (VIH)",5,Antioquia,100,Porcentaje,2016-12,1.00,19.00,5.26
"Proporción de niños y niñas menores de 18 meses, hijos de madre viviendo con Virus de la inmunodeficiencia Humana (VIH), con diagnóstico de Virus de la inmunodeficiencia Humana (VIH)",5,Antioquia,100,Porcentaje,2018-12,0.00,14.00,0.00
"Proporción de niños y niñas menores de 18 meses, hijos de madre viviendo con Virus de la inmunodeficiencia Humana (VIH), con diagnóstico de Virus de la inmunodeficiencia Humana (VIH)",5,Antioquia,100,Porcentaje,2019-12,1.00,58.00,1.72
"Proporción de niños y niñas menores de 18 meses, hijos de madre viviendo con Virus de la inmunodeficiencia Humana (VIH), con diagnóstico de Virus de la inmunodeficiencia Humana (VIH)",5,Antioquia,100,Porcentaje,2020-12,0.00,39.00,0.00
"Proporción de niños y niñas menores de 18 meses, hijos de madre viviendo con Virus de la inmunodeficiencia Humana (VIH), con diagnóstico de Virus de la inmunodeficiencia Humana (VIH)",5,Antioquia,100,Porcentaje,2021-12,0.00,176.00,0.00
Proporción de mujeres a las que se les realizó toma de serología en el momento del parto o aborto,5,Antioquia,100,Porcentaje,2016-12,13043.00,21313.00,61.20
Proporción de mujeres a las que se les realizó toma de serología en el momento del parto o aborto,5,Antioquia,100,Porcentaje,2017-12,16307.00,28885.00,56.45
Proporción de personas con Hipertensión Arterial a quienes se les realiza medición de LDL,5,Antioquia,100,Porcentaje,2016-12,203180.00,626909.00,32.41
Proporción de personas con Hipertensión Arterial a quienes se les realiza medición de LDL,5,Antioquia,100,Porcentaje,2017-12,339230.00,649140.00,52.26
Proporción de personas con Hipertensión Arterial a quienes se les realiza medición de LDL,5,Antioquia,100,Porcentaje,2018-12,399095.00,663061.00,60.19
Proporción de personas con Hipertensión Arterial a quienes se les realiza medición de LDL,5,Antioquia,100,Porcentaje,2019-12,238491.00,614838.00,38.79
Proporción de personas con Hipertensión Arterial a quienes se les realiza medición de LDL,5,Antioquia,100,Porcentaje,2020-12,197656.00,737694.00,26.79
Proporción de personas con Hipertensión Arterial a quienes se les realiza medición de LDL,5,Antioquia,100,Porcentaje,2021-12,255846.00,823367.00,31.07
Proporción de personas con Diabetes a quienes se les realizó toma de hemoglobina glicosilada en el último semestre,5,Antioquia,100,Porcentaje,2016-12,84809.00,166432.00,50.96
Proporción de personas con Diabetes a quienes se les realizó toma de hemoglobina glicosilada en el último semestre,5,Antioquia,100,Porcentaje,2017-12,87090.00,176507.00,49.34
Proporción de personas con Diabetes a quienes se les realizó toma de hemoglobina glicosilada en el último semestre,5,Antioquia,100,Porcentaje,2018-12,104286.00,198404.00,52.56
Proporción de personas con Diabetes a quienes se les realizó toma de hemoglobina glicosilada en el último semestre,5,Antioquia,100,Porcentaje,2019-12,101891.00,180499.00,56.45
Proporción de personas con Diabetes a quienes se les realizó toma de hemoglobina glicosilada en el último semestre,5,Antioquia,100,Porcentaje,2020-12,140212.00,233808.00,59.97
Proporción de personas con Diabetes a quienes se les realizó toma de hemoglobina glicosilada en el último semestre,5,Antioquia,100,Porcentaje,2021-12,134742.00,269801.00,49.94
Proporción de personas con Diabetes Mellitus a quienes se les realiza medición de LDL,5,Antioquia,100,Porcentaje,2016-12,59625.00,166432.00,35.83
Proporción de personas con Diabetes Mellitus a quienes se les realiza medición de LDL,5,Antioquia,100,Porcentaje,2017-12,101879.00,176507.00,57.72
Proporción de personas con Diabetes Mellitus a quienes se les realiza medición de LDL,5,Antioquia,100,Porcentaje,2018-12,130446.00,198404.00,65.75
Proporción de personas con Diabetes Mellitus a quienes se les realiza medición de LDL,5,Antioquia,100,Porcentaje,2019-12,78672.00,180499.00,43.59
